id,block,score,type
10,"('Videos', ['html', 'body', 'div', 'div', 'header', 'nav', 'div', 'div', 'ul', 'li'], ['layout-section', 't-base', 'sticky-nav-wrapper;t-base__header', 'default__StyledNav-sc-1uwf6hf-0;dpMCRT;dark', 'default__StyledSectionDrawer-sc-1uwf6hf-1;bKzKcN;nav-sections;closed', 'inner-drawer-nav', 'section-nav__StyledSectionMenuVariableHeight-sc-6vfz06-0;kwtFjA;section-menu', 'section-item'])",0,
11,"('Opinion', ['html', 'body', 'div', 'div', 'header', 'nav', 'div', 'div', 'ul', 'li', 'div'], ['layout-section', 't-base', 'sticky-nav-wrapper;t-base__header', 'default__StyledNav-sc-1uwf6hf-0;dpMCRT;dark', 'default__StyledSectionDrawer-sc-1uwf6hf-1;bKzKcN;nav-sections;closed', 'inner-drawer-nav', 'section-nav__StyledSectionMenuVariableHeight-sc-6vfz06-0;kwtFjA;section-menu', 'section-item', 'subsection-anchor'])",0,
12,"('The Compass', ['html', 'body', 'div', 'div', 'header', 'nav', 'div', 'div', 'ul', 'li', 'div', 'ul', 'li'], ['layout-section', 't-base', 'sticky-nav-wrapper;t-base__header', 'default__StyledNav-sc-1uwf6hf-0;dpMCRT;dark', 'default__StyledSectionDrawer-sc-1uwf6hf-1;bKzKcN;nav-sections;closed', 'inner-drawer-nav', 'section-nav__StyledSectionMenuVariableHeight-sc-6vfz06-0;kwtFjA;section-menu', 'section-item', 'subsection-container', 'subsection-menu', 'subsection-item'])",0,
13,"('Native\nEvents Calendar\nNewsletters(Opens in new window)', ['html', 'body', 'div', 'div', 'header', 'nav', 'div', 'div', 'ul', 'li'], ['layout-section', 't-base', 'sticky-nav-wrapper;t-base__header', 'default__StyledNav-sc-1uwf6hf-0;dpMCRT;dark', 'default__StyledSectionDrawer-sc-1uwf6hf-1;bKzKcN;nav-sections;closed', 'inner-drawer-nav', 'section-nav__StyledSectionMenuVariableHeight-sc-6vfz06-0;kwtFjA;section-menu', 'section-item'])",0,
14,"('Featured:', ['html', 'body', 'div', 'div', 'header', 'div', 'section', 'div', 'div', 'div', 'p'], ['layout-section', 't-base', 'sticky-nav-wrapper;t-base__header', 'GridItem-sc-14rgexn-0;jqTICH', 'DividerLines__DividedParent-sc-117wjzt-0;single__Chain-otyjfm-0;dliZRC;iIHWAw;a-dividerLines;single-chain;a-dividerLines', 'simpleGrid__item', 'FlexMenu__Wrapper-sk2yjt-0;hVztBH', 'Body-sc-1ljmpv4-0;jEZxEn;a-body1;txt-xs'])",0,
15,"('Whitepaper: Cloud-Centric Zero Trust Security for Defense Environments Point of View: Activating the New Era of Cloud-enabled Missions Whitepaper: Sensors to Shooters', ['html', 'body', 'div', 'div', 'header', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div'], ['layout-section', 't-base', 'sticky-nav-wrapper;t-base__header', 'GridItem-sc-14rgexn-0;jqTICH', 'DividerLines__DividedParent-sc-117wjzt-0;single__Chain-otyjfm-0;dliZRC;iIHWAw;a-dividerLines;single-chain;a-dividerLines', 'simpleGrid__item', 'FlexMenu__Wrapper-sk2yjt-0;hVztBH', 'FlexMenu__OuterDiv-sk2yjt-1;jTFVUB', 'FlexMenu__InnerDiv-sk2yjt-3;gUzsCh', 'FlexMenu__ItemDiv-sk2yjt-2;eZexmp'])",0,
16,"('Could an air conditioner take down a military base? The Pentagon is worried', ['html', 'body', 'div', 'div', 'section', 'div', 'div', 'div', 'h1'], ['layout-section', 't-base', 'MainGrid-ui756p-0;BaseLayout__Main-sc-5p6s4f-0;kyjLmS;zmBhX;t-base__main', 'GridItem-sc-14rgexn-0;fBxOtm;lg-cols', 'ArticleHeader-sc-1dhqito-7;iLnklw;c-articleHeader;a-sidebar', 'ArticleHeader__Meta-sc-1dhqito-4;cHZbZO;c-articleHeader__meta', 'ClampedBox-sc-1pg0sor-0;Heading__H1-i0amlx-0;fMjDgL;FUgTU;c-articleHeader__headline;c-articleHeader__headline'])",100,t
17,"('By Aaron\xa0Mehta', ['html', 'body', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div'], ['layout-section', 't-base', 'MainGrid-ui756p-0;BaseLayout__Main-sc-5p6s4f-0;kyjLmS;zmBhX;t-base__main', 'GridItem-sc-14rgexn-0;fBxOtm;lg-cols', 'ArticleHeader-sc-1dhqito-7;iLnklw;c-articleHeader;a-sidebar', 'ArticleHeader__Meta-sc-1dhqito-4;cHZbZO;c-articleHeader__meta', 'ArticleHeader__BylineWrapper-sc-1dhqito-1;jMpCkX;c-articleHeader__byline'])",100,o
18,"('Nov\xa027, 2017', ['html', 'body', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'time'], ['layout-section', 't-base', 'MainGrid-ui756p-0;BaseLayout__Main-sc-5p6s4f-0;kyjLmS;zmBhX;t-base__main', 'GridItem-sc-14rgexn-0;fBxOtm;lg-cols', 'ArticleHeader-sc-1dhqito-7;iLnklw;c-articleHeader;a-sidebar', 'ArticleHeader__Meta-sc-1dhqito-4;cHZbZO;c-articleHeader__meta', 'ArticleHeader__BylineWrapper-sc-1dhqito-1;jMpCkX;c-articleHeader__byline', 'c-articleHeader__date', 'DateTime-v3izhr-1;okBuN;a-dateTime'])",100,o
19,"('The Pentagon is worried about the potential for cyberattacks to shut down critical infrastructure at a time of war. (Joshua James Wahl/US Navy)', ['html', 'body', 'div', 'div', 'section', 'div', 'div', 'div', 'figcaption'], ['layout-section', 't-base', 'MainGrid-ui756p-0;BaseLayout__Main-sc-5p6s4f-0;kyjLmS;zmBhX;t-base__main', 'GridItem-sc-14rgexn-0;fBxOtm;lg-cols', 'ArticleHeader-sc-1dhqito-7;iLnklw;c-articleHeader;a-sidebar', 'ArticleHeader__LeadArtWrapper-sc-1dhqito-5;bXpQCc;c-articleHeader__leadArt;c-articleHeader__leadArt', 'a-caption'])",100,o
20,"('WASHINGTON ― The Pentagon is looking to take steps against the possibility that a cyberattack could take down the crucial infrastructure at its bases, both domestically and overseas, per a top department official.\nLucian Niemeyer, assistant secretary of defense for energy, installations and environment, said over the next year his team will be focused on finding solutions to potential vulnerabilities in the industrial control systems ― the devices that control major pieces of equipment such as air conditioning units ― throughout military installations.\n“My concern is, I never want to be in front of the secretary of defense explaining why we could not conduct a critical mission because they happened to go in through a system in my purview,” he told Defense News in a November interview.\nNiemeyer pointed to the December 2013 hack of retail giant Target, where almost 40 million credit card users’ information was stolen, as an example of how industrial control systems are increasingly a target. The backdoor the hackers used to get to the information was through a third-party HVAC contractor, which had access to network credentials.\nAsked if there had been cyberattacks using similar methods against DoD, Niemeyer said, “I don’t know anything I can talk about in public,” but noted such concerns have become widespread in the last several years.\nThe Pentagon’s concerns go beyond the ability of hackers to access sensitive data.\nIn a 2013 incident, an Iranian national attempted to take control of the Bowman Avenue Dam in Rye Brook, N.Y. He was able to access the network that would normally allow him to control the dam, but by chance the gate controls were not connected at the time. In a more recent case, a large chunk of Ukraine’s power grid was shut down by a cyberattack in late 2015.', ['html', 'body', 'div', 'div', 'section', 'div', 'article', 'p'], ['layout-section', 't-base', 'MainGrid-ui756p-0;BaseLayout__Main-sc-5p6s4f-0;kyjLmS;zmBhX;t-base__main', 'GridItem-sc-14rgexn-0;Stubf;lg-cols', 'default__ArticleBody-sc-1mncpzl-2;jNAvLn;o-articleBody;c-articleBody;articleBody;--featured', 'Paragraph-sc-1tqpf5s-0;kEzXdV;body-paragraph;body-paragraph'])",100,m
21,"('RELATED', ['html', 'body', 'div', 'div', 'section', 'div', 'article', 'div', 'h6'], ['layout-section', 't-base', 'MainGrid-ui756p-0;BaseLayout__Main-sc-5p6s4f-0;kyjLmS;zmBhX;t-base__main', 'GridItem-sc-14rgexn-0;Stubf;lg-cols', 'default__ArticleBody-sc-1mncpzl-2;jNAvLn;o-articleBody;c-articleBody;articleBody;--featured', 'InterstitialLink-sc-1hqz4g0-1;dQRUMJ', 'ClampedBox-sc-1pg0sor-0;Heading__H1-i0amlx-0;fMjDgL;FUgTU;ChannelHeading-sc-1c6we3j-0;OverlineHeading-sc-18ofnig-0;eqaLFg;kcgvUP;a-heading6;ChannelHeading-sc-1c6we3j-0;OverlineHeading-sc-18ofnig-0;eqaLFg;kcgvUP;a-heading6'])",0,
22,"('Justice indicts 7 Iranian hackers for attacks on US infrastructure', ['html', 'body', 'div', 'div', 'section', 'div', 'article', 'div', 'article', 'h6'], ['layout-section', 't-base', 'MainGrid-ui756p-0;BaseLayout__Main-sc-5p6s4f-0;kyjLmS;zmBhX;t-base__main', 'GridItem-sc-14rgexn-0;Stubf;lg-cols', 'default__ArticleBody-sc-1mncpzl-2;jNAvLn;o-articleBody;c-articleBody;articleBody;--featured', 'InterstitialLink-sc-1hqz4g0-1;dQRUMJ', 'InterstitialLink__Dull-sc-1hqz4g0-0;hEIYNs', 'ClampedBox-sc-1pg0sor-0;Heading__H1-i0amlx-0;fMjDgL;FUgTU;a-heading6;a-heading6'])",100,m
23,"('If the same happened at a DoD facility, it could be used to shut down an operation at a crucial time. Imagine if a control tower was shut down as the Air Force attempted to scramble fighters, or garage gates that house heavy artillery refused to open.\n“There is always that concern that there is a capability for an adversary to, just like what happened in Ukraine, take down power systems but they can also go down to individual facilities and start having a tactical effect,” Niemeyer said.\nBecause the 2019 budget is still being formulated, Niemeyer declined to identify specific pilot projects or focus areas that he wants to see launched in the near-term. But broadly speaking, he identified a need “to increase training, to increase the technology we install, to making sure that part of the system can’t be used to deny or exploit DoD capabilities.”\n“There is a desire right now to make sure the polices that exist for us drive us toward a unified direction and we’re still working on that part,” he added.', ['html', 'body', 'div', 'div', 'section', 'div', 'article', 'p'], ['layout-section', 't-base', 'MainGrid-ui756p-0;BaseLayout__Main-sc-5p6s4f-0;kyjLmS;zmBhX;t-base__main', 'GridItem-sc-14rgexn-0;Stubf;lg-cols', 'default__ArticleBody-sc-1mncpzl-2;jNAvLn;o-articleBody;c-articleBody;articleBody;--featured', 'Paragraph-sc-1tqpf5s-0;kEzXdV;body-paragraph;body-paragraph'])",100,m
24,"('About Aaron\xa0Mehta', ['html', 'body', 'div', 'div', 'section', 'div', 'article', 'div', 'div'], ['layout-section', 't-base', 'MainGrid-ui756p-0;BaseLayout__Main-sc-5p6s4f-0;kyjLmS;zmBhX;t-base__main', 'GridItem-sc-14rgexn-0;Stubf;lg-cols', 'default__ArticleBody-sc-1mncpzl-2;jNAvLn;o-articleBody;c-articleBody;articleBody;--featured', 'default__Wrapper-cy7r53-1;iWrUWb'])",100,o
25,"('Aaron Mehta was deputy editor and senior Pentagon correspondent for Defense News, covering policy, strategy and acquisition at the highest levels of the Defense Department and its international partners.', ['html', 'body', 'div', 'div', 'section', 'div', 'article', 'div', 'p'], ['layout-section', 't-base', 'MainGrid-ui756p-0;BaseLayout__Main-sc-5p6s4f-0;kyjLmS;zmBhX;t-base__main', 'GridItem-sc-14rgexn-0;Stubf;lg-cols', 'default__ArticleBody-sc-1mncpzl-2;jNAvLn;o-articleBody;c-articleBody;articleBody;--featured', 'default__Wrapper-cy7r53-1;iWrUWb', 'default__BioWrapper-cy7r53-0;duEMsg;a-body2'])",100,o
26,"('Share:', ['html', 'body', 'div', 'div', 'section', 'div', 'article', 'div', 'h6'], ['layout-section', 't-base', 'MainGrid-ui756p-0;BaseLayout__Main-sc-5p6s4f-0;kyjLmS;zmBhX;t-base__main', 'GridItem-sc-14rgexn-0;Stubf;lg-cols', 'default__ArticleBody-sc-1mncpzl-2;jNAvLn;o-articleBody;c-articleBody;articleBody;--featured', 'ShareBar__Wrapper-el0xhp-0;dBEiCz;m-sharebar', 'ClampedBox-sc-1pg0sor-0;Heading__H1-i0amlx-0;fMjDgL;FUgTU;a-heading5;a-heading5'])",0,
27,"('More In', ['html', 'body', 'div', 'div', 'section', 'div', 'article', 'div', 'h6'], ['layout-section', 't-base', 'MainGrid-ui756p-0;BaseLayout__Main-sc-5p6s4f-0;kyjLmS;zmBhX;t-base__main', 'GridItem-sc-14rgexn-0;Stubf;lg-cols', 'default__ArticleBody-sc-1mncpzl-2;jNAvLn;o-articleBody;c-articleBody;articleBody;--featured', 'List__Wrapper-sc-2xsad7-1;jteZJL', 'ClampedBox-sc-1pg0sor-0;Heading__H1-i0amlx-0;fMjDgL;FUgTU;UnderlineHeading-sc-11pxnjg-0;kLzgTn;UnderlineHeading-sc-11pxnjg-0;kLzgTn'])",0,
28,"('Russia launches largest drone attack since start of Ukraine invasion', ['html', 'body', 'div', 'div', 'section', 'div', 'article', 'div', 'div', 'div', 'div', 'article', 'div', 'div', 'div', 'div', 'h6'], ['layout-section', 't-base', 'MainGrid-ui756p-0;BaseLayout__Main-sc-5p6s4f-0;kyjLmS;zmBhX;t-base__main', 'GridItem-sc-14rgexn-0;Stubf;lg-cols', 'default__ArticleBody-sc-1mncpzl-2;jNAvLn;o-articleBody;c-articleBody;articleBody;--featured', 'List__Wrapper-sc-2xsad7-1;jteZJL', 'FlexContainer__Wrapper-i98bpe-1;fJyEct;c-flexContainer', 'DividerLines__DividedParent-sc-117wjzt-0;FlexContainer__FlexBox-i98bpe-2;dliZRC;eJNaCz;a-dividerLines;a-dividerLines;c-flexContainer__box', 'FlexContainer__Item-i98bpe-0;cFdyku;c-flexContainer__item', 'View__Article-sc-88btjd-0;cXLKHv;View__StoryView-sc-88btjd-5;fqvCeA;List__MyPromoItem-sc-2xsad7-0;fjrITY;o-storyCard;--up-0;--landscape;--story', 'View__PromoWrapper-sc-88btjd-4;bCPFlB;o-storyCard__promo', 'View__PromoFlexContainer-sc-88btjd-3;bvImfg', 'View__MetaBoxWrapper-sc-88btjd-2;fvQcoi;o-storyCard__meta', 'MetaBox-sc-16mpay8-6;hhBlIv;o-articleCard__meta', 'ClampedBox-sc-1pg0sor-0;Heading__H1-i0amlx-0;fMjDgL;FUgTU;MetaBox__MyHeading-sc-16mpay8-3;isTWXJ;o-storyCard__headline;MetaBox__MyHeading-sc-16mpay8-3;isTWXJ;o-storyCard__headline'])",0,
29,"('75 Iranian-made Shahed drones were launched against Kyiv, of which 74 were destroyed by air defenses, Ukraine said.', ['html', 'body', 'div', 'div', 'section', 'div', 'article', 'div', 'div', 'div', 'div', 'article', 'div', 'div', 'div', 'div', 'h6'], ['layout-section', 't-base', 'MainGrid-ui756p-0;BaseLayout__Main-sc-5p6s4f-0;kyjLmS;zmBhX;t-base__main', 'GridItem-sc-14rgexn-0;Stubf;lg-cols', 'default__ArticleBody-sc-1mncpzl-2;jNAvLn;o-articleBody;c-articleBody;articleBody;--featured', 'List__Wrapper-sc-2xsad7-1;jteZJL', 'FlexContainer__Wrapper-i98bpe-1;fJyEct;c-flexContainer', 'DividerLines__DividedParent-sc-117wjzt-0;FlexContainer__FlexBox-i98bpe-2;dliZRC;eJNaCz;a-dividerLines;a-dividerLines;c-flexContainer__box', 'FlexContainer__Item-i98bpe-0;cFdyku;c-flexContainer__item', 'View__Article-sc-88btjd-0;cXLKHv;View__StoryView-sc-88btjd-5;fqvCeA;List__MyPromoItem-sc-2xsad7-0;fjrITY;o-storyCard;--up-0;--landscape;--story', 'View__PromoWrapper-sc-88btjd-4;bCPFlB;o-storyCard__promo', 'View__PromoFlexContainer-sc-88btjd-3;bvImfg', 'View__MetaBoxWrapper-sc-88btjd-2;fvQcoi;o-storyCard__meta', 'MetaBox-sc-16mpay8-6;hhBlIv;o-articleCard__meta', 'ClampedBox-sc-1pg0sor-0;MetaBox__SubHeadline-sc-16mpay8-0;fMjDgL;dHVvcV;o-storyCard__subheadline;o-storyCard__subheadline'])",0,
30,"('Netherlands wants to join Europe’s OCCAR joint armament project', ['html', 'body', 'div', 'div', 'section', 'div', 'article', 'div', 'div', 'div', 'div', 'article', 'div', 'div', 'div', 'div', 'h6'], ['layout-section', 't-base', 'MainGrid-ui756p-0;BaseLayout__Main-sc-5p6s4f-0;kyjLmS;zmBhX;t-base__main', 'GridItem-sc-14rgexn-0;Stubf;lg-cols', 'default__ArticleBody-sc-1mncpzl-2;jNAvLn;o-articleBody;c-articleBody;articleBody;--featured', 'List__Wrapper-sc-2xsad7-1;jteZJL', 'FlexContainer__Wrapper-i98bpe-1;fJyEct;c-flexContainer', 'DividerLines__DividedParent-sc-117wjzt-0;FlexContainer__FlexBox-i98bpe-2;dliZRC;eJNaCz;a-dividerLines;a-dividerLines;c-flexContainer__box', 'FlexContainer__Item-i98bpe-0;cFdyku;c-flexContainer__item', 'View__Article-sc-88btjd-0;cXLKHv;View__StoryView-sc-88btjd-5;fqvCeA;List__MyPromoItem-sc-2xsad7-0;fjrITY;o-storyCard;--up-0;--landscape;--story', 'View__PromoWrapper-sc-88btjd-4;bCPFlB;o-storyCard__promo', 'View__PromoFlexContainer-sc-88btjd-3;bvImfg', 'View__MetaBoxWrapper-sc-88btjd-2;fvQcoi;o-storyCard__meta', 'MetaBox-sc-16mpay8-6;hhBlIv;o-articleCard__meta', 'ClampedBox-sc-1pg0sor-0;Heading__H1-i0amlx-0;fMjDgL;FUgTU;MetaBox__MyHeading-sc-16mpay8-3;isTWXJ;o-storyCard__headline;MetaBox__MyHeading-sc-16mpay8-3;isTWXJ;o-storyCard__headline'])",0,
31,"('The organization manages a portfolio of 17 projects including the A400M air lifter, the FREMM multi-mission frigate and the Eurodrone.', ['html', 'body', 'div', 'div', 'section', 'div', 'article', 'div', 'div', 'div', 'div', 'article', 'div', 'div', 'div', 'div', 'h6'], ['layout-section', 't-base', 'MainGrid-ui756p-0;BaseLayout__Main-sc-5p6s4f-0;kyjLmS;zmBhX;t-base__main', 'GridItem-sc-14rgexn-0;Stubf;lg-cols', 'default__ArticleBody-sc-1mncpzl-2;jNAvLn;o-articleBody;c-articleBody;articleBody;--featured', 'List__Wrapper-sc-2xsad7-1;jteZJL', 'FlexContainer__Wrapper-i98bpe-1;fJyEct;c-flexContainer', 'DividerLines__DividedParent-sc-117wjzt-0;FlexContainer__FlexBox-i98bpe-2;dliZRC;eJNaCz;a-dividerLines;a-dividerLines;c-flexContainer__box', 'FlexContainer__Item-i98bpe-0;cFdyku;c-flexContainer__item', 'View__Article-sc-88btjd-0;cXLKHv;View__StoryView-sc-88btjd-5;fqvCeA;List__MyPromoItem-sc-2xsad7-0;fjrITY;o-storyCard;--up-0;--landscape;--story', 'View__PromoWrapper-sc-88btjd-4;bCPFlB;o-storyCard__promo', 'View__PromoFlexContainer-sc-88btjd-3;bvImfg', 'View__MetaBoxWrapper-sc-88btjd-2;fvQcoi;o-storyCard__meta', 'MetaBox-sc-16mpay8-6;hhBlIv;o-articleCard__meta', 'ClampedBox-sc-1pg0sor-0;MetaBox__SubHeadline-sc-16mpay8-0;fMjDgL;dHVvcV;o-storyCard__subheadline;o-storyCard__subheadline'])",0,
32,"('Germany to supply Ukraine with IRIS-T systems in $1.4 billion package', ['html', 'body', 'div', 'div', 'section', 'div', 'article', 'div', 'div', 'div', 'div', 'article', 'div', 'div', 'div', 'div', 'h6'], ['layout-section', 't-base', 'MainGrid-ui756p-0;BaseLayout__Main-sc-5p6s4f-0;kyjLmS;zmBhX;t-base__main', 'GridItem-sc-14rgexn-0;Stubf;lg-cols', 'default__ArticleBody-sc-1mncpzl-2;jNAvLn;o-articleBody;c-articleBody;articleBody;--featured', 'List__Wrapper-sc-2xsad7-1;jteZJL', 'FlexContainer__Wrapper-i98bpe-1;fJyEct;c-flexContainer', 'DividerLines__DividedParent-sc-117wjzt-0;FlexContainer__FlexBox-i98bpe-2;dliZRC;eJNaCz;a-dividerLines;a-dividerLines;c-flexContainer__box', 'FlexContainer__Item-i98bpe-0;cFdyku;c-flexContainer__item', 'View__Article-sc-88btjd-0;cXLKHv;View__StoryView-sc-88btjd-5;fqvCeA;List__MyPromoItem-sc-2xsad7-0;fjrITY;o-storyCard;--up-0;--landscape;--story', 'View__PromoWrapper-sc-88btjd-4;bCPFlB;o-storyCard__promo', 'View__PromoFlexContainer-sc-88btjd-3;bvImfg', 'View__MetaBoxWrapper-sc-88btjd-2;fvQcoi;o-storyCard__meta', 'MetaBox-sc-16mpay8-6;hhBlIv;o-articleCard__meta', 'ClampedBox-sc-1pg0sor-0;Heading__H1-i0amlx-0;fMjDgL;FUgTU;MetaBox__MyHeading-sc-16mpay8-3;isTWXJ;o-storyCard__headline;MetaBox__MyHeading-sc-16mpay8-3;isTWXJ;o-storyCard__headline'])",0,
33,"('The package also includes drones and drone-defense systems, demining vehicles, satellite communications and electronic warfare equipment.', ['html', 'body', 'div', 'div', 'section', 'div', 'article', 'div', 'div', 'div', 'div', 'article', 'div', 'div', 'div', 'div', 'h6'], ['layout-section', 't-base', 'MainGrid-ui756p-0;BaseLayout__Main-sc-5p6s4f-0;kyjLmS;zmBhX;t-base__main', 'GridItem-sc-14rgexn-0;Stubf;lg-cols', 'default__ArticleBody-sc-1mncpzl-2;jNAvLn;o-articleBody;c-articleBody;articleBody;--featured', 'List__Wrapper-sc-2xsad7-1;jteZJL', 'FlexContainer__Wrapper-i98bpe-1;fJyEct;c-flexContainer', 'DividerLines__DividedParent-sc-117wjzt-0;FlexContainer__FlexBox-i98bpe-2;dliZRC;eJNaCz;a-dividerLines;a-dividerLines;c-flexContainer__box', 'FlexContainer__Item-i98bpe-0;cFdyku;c-flexContainer__item', 'View__Article-sc-88btjd-0;cXLKHv;View__StoryView-sc-88btjd-5;fqvCeA;List__MyPromoItem-sc-2xsad7-0;fjrITY;o-storyCard;--up-0;--landscape;--story', 'View__PromoWrapper-sc-88btjd-4;bCPFlB;o-storyCard__promo', 'View__PromoFlexContainer-sc-88btjd-3;bvImfg', 'View__MetaBoxWrapper-sc-88btjd-2;fvQcoi;o-storyCard__meta', 'MetaBox-sc-16mpay8-6;hhBlIv;o-articleCard__meta', 'ClampedBox-sc-1pg0sor-0;MetaBox__SubHeadline-sc-16mpay8-0;fMjDgL;dHVvcV;o-storyCard__subheadline;o-storyCard__subheadline'])",0,
