,0,1,2
34,"('Starting at 10:00AM', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;grey', 'w-container', 'agenda-block', 'agenda-time-block', 'agenda-time'])",0,
35,"('Join Chris Stellwag, CAE’s Director of Marketing Communications for a conversation with   Heidi Wood  , Interim Group President, Defence & Security;   Ray Duquette  , President & General Manager CAE USA; and   Marc-Olivier Sabourin  , Vice President Global Defence & Security. Join them as they discuss CAE’s strategy and direction, upcoming programs and how we are navigating through the extraordinary circumstances of\xa02020\xa0and beyond.', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;grey', 'w-container', 'agenda-block', 'agenda-details-block', 'agenda-details-container', 'agenda-details'])",0,
36,"('Conference Presentations', ['html', 'body', 'div', 'div', 'div', 'div'], ['section;grey', 'w-container', 'agenda-block;noborder', 'agenda-title'])",0,
37,"('Starting at 10:30AM', ['html', 'body', 'div', 'div', 'div', 'div', 'div'], ['section;grey', 'w-container', 'agenda-block;noborder', 'agenda-time-block', 'agenda-time'])",0,
38,"('Digital technologies and innovations in training', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;grey', 'w-container', 'agenda-block;noborder', 'agenda-details-block', 'agenda-details-container', 'agenda-details'])",0,
39,"('Philippe Perey,\xa0Head of Technology for CAE Defence & Security', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;grey', 'w-container', 'agenda-block;noborder', 'agenda-details-block', 'agenda-details-container', 'agenda-speaker-block'])",0,
40,"('CAE\xa0Trax\xa0Academy and transforming pilot training', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;grey', 'w-container', 'agenda-block;noborder', 'agenda-details-block', 'agenda-details-container', 'agenda-details'])",0,
41,"('Steve Davis, Senior Manager, Instructional Systems Group, CAE USA', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;grey', 'w-container', 'agenda-block;noborder', 'agenda-details-block', 'agenda-details-container', 'agenda-speaker-block'])",0,
42,"('COVID-19: Supporting our customers during the pandemic', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;grey', 'w-container', 'agenda-block;noborder', 'agenda-details-block', 'agenda-details-container', 'agenda-details'])",0,
43,"('Joe Armstrong, Vice-President Global Business Operations, Products & Solutions', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;grey', 'w-container', 'agenda-block;noborder', 'agenda-details-block', 'agenda-details-container', 'agenda-speaker-block'])",100,o
44,"('GOT A QUESTION FOR US?', ['html', 'body', 'div', 'div', 'div', 'div'], ['section;contactcta-section', 'w-container', 'div-block-4', 'text-block-4'])",0,
45,"('CLICK HERE TO ASK', ['html', 'body', 'div', 'div', 'div'], ['section;contactcta-section', 'w-container', 'div-block-4'])",0,
46,"('Meet our speakers', ['html', 'body', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'section-header'])",0,
47,"('Joe Armstrong', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker'])",100,o
48,"('Vice-President Global Business Operations, Products & Solutions', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-role'])",100,o
49,"('View profile    X', ['html', 'body', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta'])",0,
50,"('Conference Presentation', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-popup', 'popup-block', 'popup-left-side', 'conferences'])",100,o
51,"('COVID-19: Supporting our customers during the pandemic', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-popup', 'popup-block', 'popup-left-side', 'popup-title-2'])",100,o
52,"('Podcast', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-popup', 'popup-block', 'popup-left-side', 'conferences'])",100,o
53,"('COVID-19 and new perspectives on training – thoughts from CAE leadership in Civil, Defence and Healthcare', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-popup', 'popup-block', 'popup-left-side', 'popup-title-2'])",100,o
54,"('Close X', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-popup', 'popup-block', 'speaker-popup-block'])",0,
55,"('Joe Armstrong', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-popup', 'popup-block', 'speaker-popup-block', 'popup-header', 'div-block-3', 'speaker-popup-name'])",100,o
56,"('Vice-President Global Business Operations, Products & Solutions', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-popup', 'popup-block', 'speaker-popup-block', 'popup-header', 'div-block-3', 'popup-speaker-role'])",100,o
57,"('Joe is responsible for overall business operations for CAE Defence & Security globally and leads the development and deployment of CAEs products and solutions to our customers worldwide, including CAEs Digital Accelerator and Transformation initiative for the Defence & Security Business unit.\nOver the course of a distinguished 17-year career with CAE, Joe’s work has spanned research and development, engineering, and business operations. Joe is also an effective advocate, responsible for managing CAE’s relationship with the Canadian federal government, one of the company’s key clients. He is proud to support defence and security organizations in Canada and in allied countries around the world.\nIn 2008, he was awarded the NATO Scientific Achievement Award, for his work in supporting the advancement of modelling and simulation across NATO. Joe is a graduate of Carleton University, where he obtained a Bachelor’s degree and a Master’s degree in Cognitive Psychology.', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'p'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-popup', 'popup-block', 'speaker-popup-block', 'popup-bio'])",100,o
58,"('Jim Chittenden', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker'])",100,o
59,"('Director, Strategic Campaigns and Director, Global Strategy and Market Development - Unmanned Systems', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-role'])",100,o
60,"('View profile    X', ['html', 'body', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta'])",0,
61,"('Product Demonstration', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-popup', 'popup-block', 'popup-left-side', 'conferences'])",100,o
62,"('Remotely Piloted Aircraft (RPA) training solutions', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-popup', 'popup-block', 'popup-left-side', 'popup-title-2'])",100,o
63,"('Close X', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-popup', 'popup-block', 'speaker-popup-block'])",0,
64,"('Jim Chittenden', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-popup', 'popup-block', 'speaker-popup-block', 'popup-header', 'div-block-3', 'speaker-popup-name'])",100,o
65,"('Director, Strategic Campaigns and Director, Global Strategy and Market Development - Unmanned Systems', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-popup', 'popup-block', 'speaker-popup-block', 'popup-header', 'div-block-3', 'popup-speaker-role'])",100,o
66,"(""Mr. Chittenden is the Director of Strategic Campaigns and the Director, Global Strategy and Market Development - Unmanned Systems for CAE's Defence and Security business unit. He is attached to the Washington D.C. (U.S.A.) office. Jim is responsible for the development and implementation of the global defence and security business strategy for unmanned systems as an element of the overall defence strategy. In this capacity, he synchronizes the global sales, marketing, business development, and strategy for CAE’s Defence and Security unmanned business units.\nJim is a 26-year veteran of the United States Air Force, where he held a variety of key staff and command positions including expertise in Department of Defense acquisition and foreign military sales. He is a command pilot with training, test, and operational experience in fighters, bombers, and remotely piloted aircraft. Jim is a graduate of the prestigious United States Air Force Weapons School.\nJim holds a Bachelor's Degree in Mechanical Engineering from Duke University in Durham, North Carolina. He also holds a Master's Degree from the University of Arkansas and two Master's Degrees from Air University in Montgomery, Alabama."", ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'p'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-popup', 'popup-block', 'speaker-popup-block', 'popup-bio'])",100,o
67,"('Steve Davis', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker'])",100,o
68,"('Senior Manager, Instructional Systems Group, CAE USA, Inc.', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-role'])",100,o
69,"('View profile    X', ['html', 'body', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta'])",0,
70,"('Conference Presentation', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-popup', 'popup-block', 'popup-left-side', 'conferences'])",100,o
71,"('CAE Trax Academy and transforming pilot training', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-popup', 'popup-block', 'popup-left-side', 'popup-title-2'])",100,o
72,"('Close X', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-popup', 'popup-block', 'speaker-popup-block'])",0,
73,"('Steve Davis', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-popup', 'popup-block', 'speaker-popup-block', 'popup-header', 'div-block-3', 'speaker-popup-name'])",100,o
74,"('Senior Manager, Instructional Systems Group, CAE USA, Inc.', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-popup', 'popup-block', 'speaker-popup-block', 'popup-header', 'div-block-3', 'popup-speaker-role'])",100,o
75,"('Steve joined CAE in 2005 after a 20-year career with the United States Air Force. During his USAF career, Steve was a command pilot with 4,000 flight hours in a variety of aircraft, including the HH-1H and C-130E and H. He commanded a C-130 squadron prior to retiring.\nSteve joined CAE as a C-130J simulator instructor. He began developing curriculum and courseware in that role. In 2008, Steve became CAE USA’s first Training Solutions Manager under the Training Services division. He helped design and implement the CC-130J Training Center in Trenton, Ontario, as well as supporting CAE’s captures of the KC-135 and MQ-9 Training Systems for the USAF. He later served as the KC-135 ATS Program Manager. Integral to the CAE Trax Academy, launched at I/ITSEC 2019, Steve led the integration of the LMS and data analytics into CAE’s pilot training solution.\nSteve has a Master’s Degree in Management, a Master’s in Business Administration, and is PMP certified.', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'p'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-popup', 'popup-block', 'speaker-popup-block', 'popup-bio'])",100,o
76,"('Raymond G. Duquette', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker'])",100,o
77,"('President & General Manager CAE USA', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-role'])",100,o
78,"('View profile    X', ['html', 'body', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta'])",0,
79,"('A Discussion with CAE D&S Executive Leadership', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-popup', 'popup-block', 'popup-left-side', 'popup-title-2'])",100,o
80,"('Close X', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-popup', 'popup-block', 'speaker-popup-block'])",0,
81,"('Raymond G. Duquette', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-popup', 'popup-block', 'speaker-popup-block', 'popup-header', 'div-block-3', 'speaker-popup-name'])",100,o
82,"('President & General Manager CAE USA', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-popup', 'popup-block', 'speaker-popup-block', 'popup-header', 'div-block-3', 'popup-speaker-role'])",100,o
83,"('Ray was appointed President and General Manager of   CAE USA  in July 2013. In his position Ray is responsible for the strategic direction, general management and operation of the business unit.\nRay has more than 30 years experience in the global defense industry. He has served at CAE as Vice President, Global Business Development from June 2010 to July 2013, and prior to that he was Vice President, Sales, Marketing & Business Development for CAE USA.\xa0 In 1989, Ray began his career within the simulation and training industry with Boeing Training Systems & Services where he held positions of increasing responsibility over 14 years.\nRay served as an active duty U.S. Marine Corps officer and fighter pilot for over ten years and remained active in the Marine Corps Reserves for an additional nineteen years, retiring in 2008 at the rank of Colonel. Ray has a Bachelor of Science in Marketing from Florida State University and an MBA from Texas A&M – Kingsville University.', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'p'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-popup', 'popup-block', 'speaker-popup-block', 'popup-bio'])",100,o
84,"('Jay Freeman', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker'])",100,o
85,"('Synthetic Environment Technical Authority, Defense & Security, CAE USA', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-role'])",100,o
86,"('View profile    X', ['html', 'body', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta'])",0,
87,"('Product Demonstration', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-popup', 'popup-block', 'popup-left-side', 'conferences'])",100,o
88,"('Mission support solutions', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-popup', 'popup-block', 'popup-left-side', 'popup-title-2'])",100,o
89,"('Close X', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-popup', 'popup-block', 'speaker-popup-block'])",0,
90,"('Jay Freeman', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-popup', 'popup-block', 'speaker-popup-block', 'popup-header', 'div-block-3', 'speaker-popup-name'])",100,o
91,"('Synthetic Environment Technical Authority, Defense & Security, CAE USA', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-popup', 'popup-block', 'speaker-popup-block', 'popup-header', 'div-block-3', 'popup-speaker-role'])",100,o
92,"('Jay is Synthetic Environment Technical Authority for CAE USA. In this capacity, Jay works with US DoD and coalition partners to design and implement innovative solutions to meet emerging needs for the creation, storage, dissemination and exploitation of 3D data.', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'p'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-popup', 'popup-block', 'speaker-popup-block', 'popup-bio'])",100,o
93,"('A 17-year veteran in simulation and training, Jay serves as the lead architect for several on-going CAE projects to include NGA’s Foundation GEOINT in 3D (FG3D), SOCOM Rapid GEOINT 3D (R3D) and Joint Staff J7’s Terrain Generation Service (TGS). Other roles Jay has held at CAE include lead architect of SECORE DVED and R&D lead for various projects. Jay has published multiple papers and tutorials at IITSEC, IMAGE and MODSIM regarding cloud-based approaches to disseminate and exploit 3D data.\nJay attended Hobart College (Geneva, NY) for undergraduate work and the University of Alabama in Huntsville (Huntsville, AL) for graduate work.', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'p'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-popup', 'popup-block', 'speaker-popup-block', 'popup-bio'])",100,o
94,"('Hélène V. Gagnon', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker'])",100,o
95,"('Vice President, Public Affairs and Global Communications', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-role'])",100,o
96,"('View profile    X', ['html', 'body', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta'])",0,
97,"('Podcast', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-popup', 'popup-block', 'popup-left-side', 'conferences'])",100,o
98,"('COVID-19 and new perspectives on training – thoughts from CAE leadership in Civil, Defence and Healthcare', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-popup', 'popup-block', 'popup-left-side', 'popup-title-2'])",100,o
99,"('Close X', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-popup', 'popup-block', 'speaker-popup-block'])",0,
100,"('Hélène V. Gagnon', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-popup', 'popup-block', 'speaker-popup-block', 'popup-header', 'div-block-3', 'speaker-popup-name'])",100,o
101,"('Vice President, Public Affairs and Global Communications', ['html', 'body', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['section;agenda', 'w-container', 'speakers-block', 'speaker-pod', 'speaker-meta', 'speaker-popup', 'popup-block', 'speaker-popup-block', 'popup-header', 'div-block-3', 'popup-speaker-role'])",100,o
