,0,1,2
10,"('Sustainability\nExecutive Leadership\nVision & Values', ['html', 'body', 'div', 'div', 'div', 'article', 'div', 'nav', 'ul', 'li', 'ul', 'li'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'right-nav', 'right-nav__targets', 'right-nav__panel', 'right-nav__panel__primary-menu-container', 'main-navigation'])",0,
11,"('What We Do', ['html', 'body', 'div', 'div', 'div', 'article', 'div', 'nav', 'ul', 'li'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'right-nav', 'right-nav__targets', 'right-nav__panel', 'right-nav__panel__primary-menu-container', 'main-navigation'])",0,
12,"('Sustainable Technology Solutions', ['html', 'body', 'div', 'div', 'div', 'article', 'div', 'nav', 'ul', 'li', 'ul', 'li'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'right-nav', 'right-nav__targets', 'right-nav__panel', 'right-nav__panel__primary-menu-container', 'main-navigation'])",0,
13,"('Sustainable Services\nSustainable Technology', ['html', 'body', 'div', 'div', 'div', 'article', 'div', 'nav', 'ul', 'li', 'ul', 'li', 'ul', 'li'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'right-nav', 'right-nav__targets', 'right-nav__panel', 'right-nav__panel__primary-menu-container', 'main-navigation'])",0,
14,"('Government Solutions', ['html', 'body', 'div', 'div', 'div', 'article', 'div', 'nav', 'ul', 'li', 'ul', 'li'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'right-nav', 'right-nav__targets', 'right-nav__panel', 'right-nav__panel__primary-menu-container', 'main-navigation'])",0,
15,"('International\nU.S.', ['html', 'body', 'div', 'div', 'div', 'article', 'div', 'nav', 'ul', 'li', 'ul', 'li', 'ul', 'li'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'right-nav', 'right-nav__targets', 'right-nav__panel', 'right-nav__panel__primary-menu-container', 'main-navigation'])",0,
16,"('Careers\nInsights & News\nInvestor Relations', ['html', 'body', 'div', 'div', 'div', 'article', 'div', 'nav', 'ul', 'li'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'right-nav', 'right-nav__targets', 'right-nav__panel', 'right-nav__panel__primary-menu-container', 'main-navigation'])",0,
17,"('Your collection', ['html', 'body', 'div', 'div', 'div', 'article', 'div', 'p'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'right-nav', 'right-nav__targets', 'right-nav__panel', 'right-nav__panel__pinboard-meta'])",0,
18,"('items saved', ['html', 'body', 'div', 'div', 'div', 'article', 'div', 'div', 'p'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'right-nav', 'right-nav__targets', 'right-nav__panel', 'right-nav__panel__pinboard-meta', 'pins-count'])",0,
19,"(""You haven't saved any pages yet.\nClick the save icon to pin pages to your collection."", ['html', 'body', 'div', 'div', 'div', 'article', 'div', 'div', 'p'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'right-nav', 'right-nav__targets', 'right-nav__panel', 'right-nav__panel__pinboard-container', 'wysiwyg-text', 'text-align-center'])",0,
20,"('Select your preferred language', ['html', 'body', 'div', 'div', 'div', 'article', 'div', 'p'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'right-nav', 'right-nav__targets', 'right-nav__panel', 'right-nav__panel__language-container', 'title'])",0,
21,"('English (US)\nEnglish (AU)\nEnglish (UK)\n简体中文', ['html', 'body', 'div', 'div', 'div', 'article', 'div', 'div', 'div', 'ul', 'li'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'right-nav', 'right-nav__targets', 'right-nav__panel', 'right-nav__panel__language-container', 'block', 'localization--list'])",0,
22,"('Contact Us\nLocations', ['html', 'body', 'div', 'div', 'div', 'article', 'div', 'ul', 'li'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'right-nav', 'right-nav__targets', 'right-nav__panel', 'right-nav__panel__secondary-menu-container'])",0,
23,"('Search for a subject below', ['html', 'body', 'div', 'div', 'div', 'article', 'div', 'div', 'p'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'right-nav', 'right-nav__targets', 'right-nav__panel', 'right-nav__panel__search', 'panel__search-header', 'style-as-h4'])",0,
24,"('Suggested topics:', ['html', 'body', 'div', 'div', 'div', 'article', 'div', 'div', 'p'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'right-nav', 'right-nav__targets', 'right-nav__panel', 'right-nav__panel__search', 'panel__search-topics'])",0,
25,"('Careers    New Technology    Contracts    Experience    Quarterly Report    Press Release', ['html', 'body', 'div', 'div', 'div', 'article', 'div', 'div', 'div'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'right-nav', 'right-nav__targets', 'right-nav__panel', 'right-nav__panel__search', 'panel__search-topics', 'topics-list'])",0,
26,"('Sustainable Technology Solutions', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'h4'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--image-tiles;paragraph--view-mode--default', 'container', 'row;justify-content-center', 'col-6', 'card--image-tile', 'card--image-tile__content', 'card--image-tile__body', 'wysiwyg-text'])",0,
27,"('Learn More', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--image-tiles;paragraph--view-mode--default', 'container', 'row;justify-content-center', 'col-6', 'card--image-tile', 'card--image-tile__content', 'card--image-tile__link'])",0,
28,"('Government Solutions', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'h4'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--image-tiles;paragraph--view-mode--default', 'container', 'row;justify-content-center', 'col-6', 'card--image-tile', 'card--image-tile__content', 'card--image-tile__body', 'wysiwyg-text'])",0,
29,"('Learn More', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--image-tiles;paragraph--view-mode--default', 'container', 'row;justify-content-center', 'col-6', 'card--image-tile', 'card--image-tile__content', 'card--image-tile__link'])",0,
30,"('Working at KBR', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'h2'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--card-slider;paragraph--view-mode--default', 'container', 'row', 'col', 'wysiwyg-text'])",0,
31,"('We deliver a variety of solutions worldwide, from science and technology to sustainability and engineering.', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'p'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--card-slider;paragraph--view-mode--default', 'container', 'row', 'col', 'wysiwyg-text'])",0,
32,"('Belong', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'h3'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--card-slider;paragraph--view-mode--default', 'container', 'row', 'col', 'card-slider__container', 'card-slider__slider', 'card-slider__slide', 'style-as-h5'])",0,
33,"('Learn More', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--card-slider;paragraph--view-mode--default', 'container', 'row', 'col', 'card-slider__container', 'card-slider__slider', 'card-slider__slide', 'card-slider__slide__media'])",0,
34,"('A position at KBR is more than a job — it’s a chance to join a global team that’s delivering solutions that are changing the world.', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'p'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--card-slider;paragraph--view-mode--default', 'container', 'row', 'col', 'card-slider__container', 'card-slider__slider', 'card-slider__slide', 'wysiwyg-text'])",0,
35,"('Connect', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'h3'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--card-slider;paragraph--view-mode--default', 'container', 'row', 'col', 'card-slider__container', 'card-slider__slider', 'card-slider__slide', 'style-as-h5'])",0,
36,"('Learn More', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--card-slider;paragraph--view-mode--default', 'container', 'row', 'col', 'card-slider__container', 'card-slider__slider', 'card-slider__slide', 'card-slider__slide__media'])",0,
37,"('KBR employee-resource groups celebrate our diverse employee population and provide opportunities to network, build relationships and engage with our communities.', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'p'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--card-slider;paragraph--view-mode--default', 'container', 'row', 'col', 'card-slider__container', 'card-slider__slider', 'card-slider__slide', 'wysiwyg-text'])",0,
38,"('Grow', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'h3'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--card-slider;paragraph--view-mode--default', 'container', 'row', 'col', 'card-slider__container', 'card-slider__slider', 'card-slider__slide', 'style-as-h5'])",0,
39,"('Learn More', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--card-slider;paragraph--view-mode--default', 'container', 'row', 'col', 'card-slider__container', 'card-slider__slider', 'card-slider__slide', 'card-slider__slide__media'])",0,
40,"('We’re committed to helping our people unlock their potential through learning and development opportunities. Read about these and other aspects of our culture.', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'p'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--card-slider;paragraph--view-mode--default', 'container', 'row', 'col', 'card-slider__container', 'card-slider__slider', 'card-slider__slide', 'wysiwyg-text'])",0,
41,"('Benefits', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'h3'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--card-slider;paragraph--view-mode--default', 'container', 'row', 'col', 'card-slider__container', 'card-slider__slider', 'card-slider__slide', 'style-as-h5'])",0,
42,"('Learn More', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--card-slider;paragraph--view-mode--default', 'container', 'row', 'col', 'card-slider__container', 'card-slider__slider', 'card-slider__slide', 'card-slider__slide__media'])",0,
43,"('At KBR, we value our people and show it through our compelling, competitive compensation, reward and benefit packages.', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'p'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--card-slider;paragraph--view-mode--default', 'container', 'row', 'col', 'card-slider__container', 'card-slider__slider', 'card-slider__slide', 'wysiwyg-text'])",0,
44,"('KBR Talent Community', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'h3'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--card-slider;paragraph--view-mode--default', 'container', 'row', 'col', 'card-slider__container', 'card-slider__slider', 'card-slider__slide', 'style-as-h5'])",0,
45,"('Learn More', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--card-slider;paragraph--view-mode--default', 'container', 'row', 'col', 'card-slider__container', 'card-slider__slider', 'card-slider__slide', 'card-slider__slide__media'])",0,
46,"('Sign up to join the KBR Talent Community, and we’ll keep you informed of potential opportunities to join our team of teams. Be a part of the community!', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'p'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--card-slider;paragraph--view-mode--default', 'container', 'row', 'col', 'card-slider__container', 'card-slider__slider', 'card-slider__slide', 'wysiwyg-text'])",0,
47,"('We Deliver', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'h4'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--card-collage;paragraph--view-mode--default', 'paragraph--card-collage-component', 'container', 'row', 'col;paragraph--col-1', 'paragraph--collage-wrapper', 'paragraph--collage-card;paragraph--collage-onset', 'paragraph--card-text', 'paragraph--card-text-header'])",0,
48,"('We are our clients’ trusted partner. We are uncompromising in our commitment to deliver innovative, high-quality, technology-led solutions for them and exceptional, sustainable value for all our stakeholders — underpinned by strong commercial and operational discipline.', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'p'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--card-collage;paragraph--view-mode--default', 'paragraph--card-collage-component', 'container', 'row', 'col;paragraph--col-1', 'paragraph--collage-wrapper', 'paragraph--collage-card;paragraph--collage-onset', 'paragraph--card-text', 'wysiwyg-text'])",0,
49,"('We Value Our People', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'h4'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--card-collage;paragraph--view-mode--default', 'paragraph--card-collage-component', 'container', 'row', 'col;paragraph--col-2', 'paragraph--collage-wrapper', 'paragraph--collage-card;paragraph--col-reversed', 'paragraph--card-text', 'paragraph--card-text-header'])",0,
50,"('Our people are the heart of everything we do. We are dedicated to creating diverse and inclusive work environments in which every member of our team of teams feels safe, supported, respected, trusted and valued — and where each person is given opportunities to grow and reach their full potential.', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'p'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--card-collage;paragraph--view-mode--default', 'paragraph--card-collage-component', 'container', 'row', 'col;paragraph--col-2', 'paragraph--collage-wrapper', 'paragraph--collage-card;paragraph--col-reversed', 'paragraph--card-text', 'wysiwyg-text'])",0,
51,"('We Are People of Integrity', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'h4'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--card-collage;paragraph--view-mode--default', 'paragraph--card-collage-component', 'container', 'row', 'col;paragraph--col-2', 'paragraph--collage-wrapper', 'paragraph--collage-card;paragraph--collage-offset;paragraph--col-reversed', 'paragraph--card-text', 'paragraph--card-text-header'])",0,
52,"('We are people of character, who value honesty, trust, courage, fairness, prudence and tenacity. We believe that doing what’s right for the planet, the communities where we live and work, and our people is good for our business. We will not sacrifice our integrity.', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'p'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--card-collage;paragraph--view-mode--default', 'paragraph--card-collage-component', 'container', 'row', 'col;paragraph--col-2', 'paragraph--collage-wrapper', 'paragraph--collage-card;paragraph--collage-offset;paragraph--col-reversed', 'paragraph--card-text', 'wysiwyg-text'])",0,
53,"('Our Values', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'h2'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--card-collage;paragraph--view-mode--default', 'paragraph--card-collage-component', 'container', 'row', 'col;paragraph--col-3', 'paragraph--collage-wrapper;paragraph--collage-override', 'paragraph--collage-description'])",0,
54,"('Learn More', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'p'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--card-collage;paragraph--view-mode--default', 'paragraph--card-collage-component', 'container', 'row', 'col;paragraph--col-3', 'paragraph--collage-wrapper;paragraph--collage-override', 'paragraph--collage-description'])",0,
55,"('We Are a Team of Teams', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'h4'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--card-collage;paragraph--view-mode--default', 'paragraph--card-collage-component', 'container', 'row', 'col;paragraph--col-3', 'paragraph--collage-wrapper;paragraph--collage-override', 'paragraph--collage-card', 'paragraph--card-text', 'paragraph--card-text-header'])",0,
56,"('We have a will to succeed, individually and as a company, but we value the achievements of our team of teams over our individual accomplishments. Our collective focus powers our operational excellence, fuels our passion for delivering for our customers, and makes us a better, stronger, more effective and efficient company. We are ONE KBR.', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'p'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--card-collage;paragraph--view-mode--default', 'paragraph--card-collage-component', 'container', 'row', 'col;paragraph--col-3', 'paragraph--collage-wrapper;paragraph--collage-override', 'paragraph--collage-card', 'paragraph--card-text', 'wysiwyg-text'])",0,
57,"('We Empower', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'h4'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--card-collage;paragraph--view-mode--default', 'paragraph--card-collage-component', 'container', 'row', 'col;paragraph--col-4', 'paragraph--collage-wrapper', 'paragraph--collage-card;paragraph--collage-onset', 'paragraph--card-text', 'paragraph--card-text-header'])",0,
58,"('We empower all our people with a shared purpose, the right tools, and the supportive culture they need to be proactive, to be adaptive to change and to succeed. We trust them to be independent decision-makers who aren’t afraid to meet any challenge head-on and who proudly own their work.', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'div', 'p'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--card-collage;paragraph--view-mode--default', 'paragraph--card-collage-component', 'container', 'row', 'col;paragraph--col-4', 'paragraph--collage-wrapper', 'paragraph--collage-card;paragraph--collage-onset', 'paragraph--card-text', 'wysiwyg-text'])",0,
59,"('Our Passions', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'h2'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--card-slider;paragraph--view-mode--default', 'container', 'row', 'col', 'wysiwyg-text'])",0,
60,"('Sustainability', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'h3'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--card-slider;paragraph--view-mode--default', 'container', 'row', 'col', 'card-slider__container', 'card-slider__slider', 'card-slider__slide', 'style-as-h5'])",0,
61,"('Learn More', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--card-slider;paragraph--view-mode--default', 'container', 'row', 'col', 'card-slider__container', 'card-slider__slider', 'card-slider__slide', 'card-slider__slide__media'])",0,
62,"('Inclusion and Diversity', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'h3'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--card-slider;paragraph--view-mode--default', 'container', 'row', 'col', 'card-slider__container', 'card-slider__slider', 'card-slider__slide', 'style-as-h5'])",0,
63,"('Learn More', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--card-slider;paragraph--view-mode--default', 'container', 'row', 'col', 'card-slider__container', 'card-slider__slider', 'card-slider__slide', 'card-slider__slide__media'])",0,
64,"('Community Involvement', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'h3'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--card-slider;paragraph--view-mode--default', 'container', 'row', 'col', 'card-slider__container', 'card-slider__slider', 'card-slider__slide', 'style-as-h5'])",0,
65,"('Learn More', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--card-slider;paragraph--view-mode--default', 'container', 'row', 'col', 'card-slider__container', 'card-slider__slider', 'card-slider__slide', 'card-slider__slide__media'])",0,
66,"('Culture', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'h3'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--card-slider;paragraph--view-mode--default', 'container', 'row', 'col', 'card-slider__container', 'card-slider__slider', 'card-slider__slide', 'style-as-h5'])",0,
67,"('Learn More', ['html', 'body', 'div', 'main', 'div', 'div', 'article', 'div', 'div', 'div', 'section', 'div', 'div', 'div', 'div', 'div', 'div', 'div'], ['page-type-landing-page;homepage', 'dialog-off-canvas-main-canvas', 'page-6', 'paragraph;paragraph--type--card-slider;paragraph--view-mode--default', 'container', 'row', 'col', 'card-slider__container', 'card-slider__slider', 'card-slider__slide', 'card-slider__slide__media'])",0,
